Time	Sum	Command
70	70	----------> bind $argv -k f1 __fish_man_page
68	68	----------> bind $argv \eh __fish_man_page
75	75	----------> bind $argv \ep '__fish_paginate'
69	69	----------> bind $argv \e\# __fish_toggle_comment_commandline
42	42	----------> bind \ee edit_command_buffer
40	40	----------> bind \ev edit_command_buffer
1965	90823	----------> for mode in (bind --list-modes | string match -v paste)...
88578	88578	-----------> bind --list-modes | string match -v paste
105	105	-----------> bind -M $mode -m paste \e\[200~ '__fish_start_bracketed_paste'
79	79	-----------> bind -M $mode -m paste \e\[200~ '__fish_start_bracketed_paste'
96	96	-----------> bind -M $mode -m paste \e\[200~ '__fish_start_bracketed_paste'
59	59	----------> bind -M paste \e\[201~ '__fish_stop_bracketed_paste'
50	50	----------> bind -M paste "" self-insert
59	59	----------> bind -M paste \r "commandline -i \n"
59	59	----------> bind -M paste "'" "__fish_commandline_insert_escaped \' \$__fish_paste_quoted"
58	58	----------> bind -M paste \\ "__fish_commandline_insert_escaped \\\ \$__fish_paste_quoted"
53	53	--------> bind -M insert \r execute
50	50	--------> bind -M insert \n execute
48	48	--------> bind -M insert "" self-insert
47	47	--------> bind -M insert \cc __fish_cancel_commandline
61	61	--------> bind -M insert \e "if commandline -P; commandline -f cancel; else; set fish_bind_mode default; commandline -f backward-char force-repaint; end"
43	43	--------> bind :q exit
48	48	--------> bind -m insert \cc __fish_cancel_commandline
43	43	--------> bind -M default h backward-char
43	43	--------> bind -M default l forward-char
50	50	--------> bind -m insert \n execute
50	50	--------> bind -m insert \r execute
43	43	--------> bind -m insert i force-repaint
937	937	--------> bind -m insert I beginning-of-line force-repaint
96	96	--------> bind -m insert a forward-char force-repaint
49	49	--------> bind -m insert A end-of-line force-repaint
47	47	--------> bind -m visual v begin-selection force-repaint
43	43	--------> bind gg beginning-of-buffer
40	40	--------> bind G end-of-buffer
89	197	--------> for key in $eol_keys...
52	52	---------> bind $key end-of-line
56	56	---------> bind $key end-of-line
104	259	--------> for key in $bol_keys...
50	50	---------> bind $key beginning-of-line
51	51	---------> bind $key beginning-of-line
54	54	---------> bind $key beginning-of-line
41	41	--------> bind u history-search-backward
48	48	--------> bind \cr history-search-forward
41	41	--------> bind [ history-token-search-backward
41	41	--------> bind ] history-token-search-forward
39	39	--------> bind k up-or-search
912	912	--------> bind j down-or-search
51	51	--------> bind b backward-word
40	40	--------> bind B backward-bigword
42	42	--------> bind ge backward-word
43	43	--------> bind gE backward-bigword
43	43	--------> bind w forward-word forward-char
44	44	--------> bind W forward-bigword forward-char
44	44	--------> bind e forward-char forward-word backward-char
43	43	--------> bind E forward-bigword backward-char
73	73	--------> bind -M insert -k home beginning-of-line 2>/dev/null
67	67	--------> bind -M default -k home beginning-of-line 2>/dev/null
64	64	--------> bind -M insert -k end end-of-line 2>/dev/null
63	63	--------> bind -M default -k end end-of-line 2>/dev/null
51	51	--------> bind -M default x delete-char forward-char backward-char
45	45	--------> bind -M default X backward-delete-char
64	64	--------> bind -M insert -k dc delete-char forward-char backward-char
63	63	--------> bind -M default -k dc delete-char forward-char backward-char
920	920	--------> bind -M insert -k backspace backward-delete-char
66	66	--------> bind -M default -k backspace backward-char
52	52	--------> bind -M insert \ch backward-delete-char
47	47	--------> bind -M default \ch backward-char
52	52	--------> bind -M insert \x7f backward-delete-char
53	53	--------> bind -M default \x7f backward-char
65	65	--------> bind -M insert \e\[3\;2~ backward-delete-char
65	65	--------> bind -M default \e\[3\;2~ backward-delete-char
44	44	--------> bind dd kill-whole-line
41	41	--------> bind D kill-line
52	52	--------> bind d\$ kill-line
52	52	--------> bind d\^ backward-kill-line
43	43	--------> bind dw kill-word
43	43	--------> bind dW kill-bigword
53	53	--------> bind diw forward-char forward-char backward-word kill-word
53	53	--------> bind diW forward-char forward-char backward-bigword kill-bigword
53	53	--------> bind daw forward-char forward-char backward-word kill-word
1125	1125	--------> bind daW forward-char forward-char backward-bigword kill-bigword
103	103	--------> bind de kill-word
77	77	--------> bind dE kill-bigword
71	71	--------> bind db backward-kill-word
89	89	--------> bind dB backward-kill-bigword
121	121	--------> bind dge backward-kill-word
183	183	--------> bind dgE backward-kill-bigword
56	56	--------> bind -m insert s delete-char force-repaint
1122	1122	--------> bind -m insert S kill-whole-line force-repaint
84	84	--------> bind -m insert cc kill-whole-line force-repaint
55	55	--------> bind -m insert C kill-line force-repaint
70	70	--------> bind -m insert c\$ kill-line force-repaint
127	127	--------> bind -m insert c\^ backward-kill-line force-repaint
51	51	--------> bind -m insert cw kill-word force-repaint
51	51	--------> bind -m insert cW kill-bigword force-repaint
60	60	--------> bind -m insert ciw forward-char forward-char backward-word kill-word force-repaint
58	58	--------> bind -m insert ciW forward-char forward-char backward-bigword kill-bigword force-repaint
56	56	--------> bind -m insert caw forward-char forward-char backward-word kill-word force-repaint
56	56	--------> bind -m insert caW forward-char forward-char backward-bigword kill-bigword force-repaint
49	49	--------> bind -m insert ce kill-word force-repaint
67	67	--------> bind -m insert cE kill-bigword force-repaint
53	53	--------> bind -m insert cb backward-kill-word force-repaint
51	51	--------> bind -m insert cB backward-kill-bigword force-repaint
54	54	--------> bind -m insert cge backward-kill-word force-repaint
53	53	--------> bind -m insert cgE backward-kill-bigword force-repaint
52	52	--------> bind '~' capitalize-word
45	45	--------> bind gu downcase-word
44	44	--------> bind gU upcase-word
44	44	--------> bind J end-of-line delete-char
53	53	--------> bind K 'man (commandline -t) ^/dev/null; or echo -n \a'
47	47	--------> bind yy kill-whole-line yank
44	44	--------> bind Y kill-whole-line yank
55	55	--------> bind y\$ kill-line yank
56	56	--------> bind y\^ backward-kill-line yank
46	46	--------> bind yw kill-word yank
47	47	--------> bind yW kill-bigword yank
945	945	--------> bind yiw forward-char forward-char backward-word kill-word yank
76	76	--------> bind yiW forward-char forward-char backward-bigword kill-bigword yank
58	58	--------> bind yaw forward-char forward-char backward-word kill-word yank
56	56	--------> bind yaW forward-char forward-char backward-bigword kill-bigword yank
48	48	--------> bind ye kill-word yank
49	49	--------> bind yE kill-bigword yank
49	49	--------> bind yb backward-kill-word yank
49	49	--------> bind yB backward-kill-bigword yank
50	50	--------> bind yge backward-kill-word yank
51	51	--------> bind ygE backward-kill-bigword yank
42	42	--------> bind f forward-jump
42	42	--------> bind F backward-jump
47	47	--------> bind t forward-jump and backward-char
47	47	--------> bind T backward-jump and forward-char
43	43	--------> bind p yank
45	45	--------> bind P backward-char yank
46	46	--------> bind gp yank-pop
69	69	--------> bind '"*p' "commandline -i ( xsel -p; echo )[1]"
948	948	--------> bind '"*P' backward-char "commandline -i ( xsel -p; echo )[1]"
62	62	--------> bind -m replace_one r force-repaint
64	64	--------> bind -M replace_one -m default '' delete-char self-insert backward-char force-repaint
65	65	--------> bind -M replace_one -m default \e cancel force-repaint
49	49	--------> bind -M visual h backward-char
48	48	--------> bind -M visual l forward-char
47	47	--------> bind -M visual k up-line
48	48	--------> bind -M visual j down-line
47	47	--------> bind -M visual b backward-word
46	46	--------> bind -M visual B backward-bigword
51	51	--------> bind -M visual ge backward-word
51	51	--------> bind -M visual gE backward-bigword
47	47	--------> bind -M visual w forward-word
48	48	--------> bind -M visual W forward-bigword
48	48	--------> bind -M visual e forward-word
48	48	--------> bind -M visual E forward-bigword
50	50	--------> bind -M visual o swap-selection-start-stop force-repaint
977	1121	--------> for key in $eol_keys...
77	77	---------> bind -M visual $key end-of-line
67	67	---------> bind -M visual $key end-of-line
103	288	--------> for key in $bol_keys...
60	60	---------> bind -M visual $key beginning-of-line
60	60	---------> bind -M visual $key beginning-of-line
65	65	---------> bind -M visual $key beginning-of-line
58	58	--------> bind -M visual -m insert c kill-selection end-selection force-repaint
58	58	--------> bind -M visual -m default d kill-selection end-selection force-repaint
57	57	--------> bind -M visual -m default x kill-selection end-selection force-repaint
57	57	--------> bind -M visual -m default X kill-whole-line end-selection force-repaint
60	60	--------> bind -M visual -m default y kill-selection yank end-selection force-repaint
81	81	--------> bind -M visual -m default '"*y' "commandline -s | xsel -p" end-selection force-repaint
57	57	--------> bind -M visual -m default \cc end-selection force-repaint
62	62	--------> bind -M visual -m default \e end-selection force-repaint
79	79	--------> bind -M default \# __fish_toggle_comment_commandline
68	68	--------> bind -M visual \# __fish_toggle_comment_commandline
5226	322155	--------> fish_vi_cursor
2761	2852	---------> source /usr/share/fish/functions/fish_vi_cursor.fish
91	91	----------> function fish_vi_cursor -d 'Set cursor shape for different vi modes'...
34	117	---------> if set -q INSIDE_EMACS...
83	83	----------> set -q INSIDE_EMACS
38	74	---------> if set -q VTE_VERSION...
36	36	----------> set -q VTE_VERSION
108	313886	---------> if not tput Ss >/dev/null ^/dev/null...
137227	137227	----------> not tput Ss >/dev/null ^/dev/null
92	176523	----------> or begin
            # TERM = xterm is special because plenty of things claim to be it, but aren't fully compatible
            # This includes old vte-terms (without $VTE_VERSION), old xterms (without $XTERM_VERSION or < 280)
            # and maybe other stuff.
            # This needs to be kept _at least_ as long as Ubuntu 14.04 is still a thing
            # because that ships a gnome-terminal without support and without $VTE_VERSION.
            string match -q 'xterm*' -- $TERM
            and not begin set -q KONSOLE_PROFILE_NAME
                or set -q ITERM_PROFILE
                or set -q VTE_VERSION # which version is already checked above
                # If $XTERM_VERSION is undefined, this will return 1 and print an error. Silence it.
                or test (string replace -r "XTerm\((\d+)\)" '$1' -- $XTERM_VERSION) -ge 280 ^/dev/null
            end
        end
94	94	-----------> string match -q 'xterm*' -- $TERM
145	176337	-----------> and not begin set -q KONSOLE_PROFILE_NAME
                or set -q ITERM_PROFILE
                or set -q VTE_VERSION # which version is already checked above
                # If $XTERM_VERSION is undefined, this will return 1 and print an error. Silence it.
                or test (string replace -r "XTerm\((\d+)\)" '$1' -- $XTERM_VERSION) -ge 280 ^/dev/null
            end
134344	134344	------------> set -q KONSOLE_PROFILE_NAME
67	67	------------> or set -q ITERM_PROFILE
38	38	------------> or set -q VTE_VERSION
41574	41743	------------> or test (string replace -r "XTerm\((\d+)\)" '$1' -- $XTERM_VERSION) -ge 280 ^/dev/null
169	169	-------------> string replace -r "XTerm\((\d+)\)" '$1' -- $XTERM_VERSION
28	28	----------> return
84	84	--------> set fish_bind_mode $init_mode
124	124	-----> set -l res $status
82	82	-----> status --job-control $mode
55	55	-----> return $res
34	3519	---> if functions --query fish_user_key_bindings >/dev/null...
57	57	----> functions --query fish_user_key_bindings >/dev/null
279	3428	----> fish_user_key_bindings ^/dev/null
1046	1046	-----> for file in $fisher_path/conf.d/*_key_bindings.fish...
26	2103	-----> if functions -q fish_user_key_bindings_copy...
2077	2077	------> functions -q fish_user_key_bindings_copy
42	2254	--> if not set -q FISH_UNIT_TESTS_RUNNING...
46	46	---> not set -q FISH_UNIT_TESTS_RUNNING
28	28	---> function __fish_enable_bracketed_paste --on-event fish_prompt...
42	42	---> function __fish_disable_bracketed_paste --on-event fish_preexec --on-process-exit %self...
91	2096	---> __fish_enable_bracketed_paste
2005	2005	----> printf "\e[?2004h"
53	53	--> function __fish_winch_handler --on-signal WINCH -d "Repaint screen when window changes size"...
40	40	--> set -q VTE_VERSION
48	48	--> or set -l VTE_VERSION 0
30	30	--> set -q TERM_PROGRAM
38	38	--> or set -l TERM_PROGRAM
23	155	--> if test "$VTE_VERSION" -ge 3405 -o "$TERM_PROGRAM" = "Apple_Terminal" -o "$TERM_PROGRAM" = "iTerm.app"...
132	132	---> test "$VTE_VERSION" -ge 3405 -o "$TERM_PROGRAM" = "Apple_Terminal" -o "$TERM_PROGRAM" = "iTerm.app"
46	124907	--> if not type -q __fish_command_not_found_handler...
4511	46916	---> not type -q __fish_command_not_found_handler
2978	3026	----> source /usr/share/fish/functions/type.fish
48	48	-----> function type --description 'Print the type of a command'...
53	53	----> set -q argv[1]
123	123	----> set -l options 'h/help' 'a/all' 'f/no-functions' 't/type' 'p/path' 'P/force-path' 'q/quiet'
2449	2449	----> argparse -n type --min-args=1 -x t,p,P $options -- $argv
24	64	----> if set -q _flag_help...
40	40	-----> set -q _flag_help
56	56	----> set -l res 1
41	41	----> set -l mode normal
39	39	----> set -l multi no
40	40	----> set -l selection all
30	94	----> if set -q _flag_quiet...
27	27	-----> set -q _flag_quiet
37	37	-----> set mode quiet
29	29	----> set -q _flag_all
28	28	----> set -q _flag_no_functions
81	36333	----> for i in $argv...
40	40	-----> set -l found 0
31	4875	-----> if test $selection != files...
52	52	------> test $selection != files
29	3365	------> if functions -q -- $i...
3336	3336	-------> functions -q -- $i
26	1427	------> if contains -- $i (builtin -n)...
1262	1401	-------> contains -- $i (builtin -n)
139	139	--------> builtin -n
50	50	-----> set -l paths
33	31125	-----> if test $multi != yes...
52	52	------> test $multi != yes
560	31040	------> set paths (command -s -- $i)
30480	30480	-------> command -s -- $i
24	24	-----> for path in $paths...
29	138	-----> if test $found = 0...
60	60	------> test $found = 0
49	49	------> and test $mode != quiet
30	30	----> return $res
43	43	---> set -l os
32	754	---> if test -r /etc/os-release...
722	722	----> test -r /etc/os-release
111	77148	---> if contains -- suse $os...
62	62	----> contains -- suse $os
727	727	----> test -f /usr/libexec/pk-command-not-found
565	565	----> test -f /usr/lib/command-not-found
1061	1061	----> test -f /run/current-system/sw/bin/command-not-found
1758	37374	----> type -q command-not-found
43	43	-----> set -q argv[1]
120	120	-----> set -l options 'h/help' 'a/all' 'f/no-functions' 't/type' 'p/path' 'P/force-path' 'q/quiet'
